InputID,Traveller_ID,Location,City,Province,Location_Type
20080,81,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20081,82,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20082,83,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20083,84,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20084,85,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20085,86,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20086,87,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20087,88,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20088,89,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20089,90,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20090,91,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20091,92,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20092,93,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20093,94,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20094,95,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20095,96,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20096,97,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20097,98,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20098,99,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
20099,100,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30100,101,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30101,102,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30102,103,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30103,104,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30104,105,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30105,106,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30106,107,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30107,108,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30108,109,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30109,110,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30110,111,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30111,112,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30112,113,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30113,114,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30114,115,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30115,116,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30116,117,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30117,118,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30118,119,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30119,120,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30120,121,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30121,122,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30122,123,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30123,124,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30124,125,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30125,126,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30126,127,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30127,128,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30128,129,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30129,130,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30130,131,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30131,132,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30132,133,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30133,120,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30134,134,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30135,135,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30136,136,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30137,137,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30138,138,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30139,139,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30140,140,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30141,141,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30142,142,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30143,143,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30144,144,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30145,145,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30146,146,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30147,147,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30148,148,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30149,149,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30150,150,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30151,151,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30152,152,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30153,153,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30154,154,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30155,155,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30156,156,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30157,157,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30158,158,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30159,159,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30160,160,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30161,161,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30162,162,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30163,163,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30164,164,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30165,165,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30166,166,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30167,167,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30168,168,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30169,48,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30170,169,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30171,170,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30172,171,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30173,172,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30174,173,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30175,174,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30176,175,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30177,176,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30178,177,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30179,178,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30180,179,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30181,180,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30182,181,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30183,182,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30184,183,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30185,184,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30186,185,"Arugam Bay","Arugam Bay"," Eastern Province",Beaches
30187,186,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30188,187,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30189,188,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30190,189,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30191,190,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30192,191,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30193,192,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30194,193,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30195,194,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30196,195,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30197,196,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30198,197,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30199,198,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30200,199,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30201,200,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30202,201,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30203,202,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30204,203,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30205,204,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30206,205,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30207,206,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30208,207,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30209,208,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30210,209,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30211,210,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30212,211,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30213,212,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30214,213,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30215,214,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30216,215,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30217,216,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30218,217,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30219,218,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30220,219,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30221,220,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30222,221,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30223,222,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30224,223,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30225,224,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30226,225,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30227,226,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30228,227,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30229,228,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30230,229,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30231,230,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30232,213,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30233,231,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30234,232,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30235,233,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30236,234,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30237,235,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30238,236,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30239,237,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30240,238,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30241,239,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30242,240,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30243,241,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30244,242,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30245,243,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30246,244,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30247,245,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30248,246,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30249,247,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30250,248,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30251,249,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30252,250,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30253,251,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30254,252,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30255,253,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30256,254,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30257,255,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30258,256,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30259,257,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30260,258,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30261,259,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30262,260,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30263,261,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30264,262,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30265,263,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30266,264,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30267,265,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30268,266,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30269,267,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30270,268,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30271,269,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30272,270,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30273,271,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30274,272,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30275,273,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30276,274,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30277,275,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30278,276,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30279,277,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30280,278,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30281,279,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30282,280,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30283,281,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30284,282,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30285,283,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30286,284,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30287,285,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30288,286,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30289,287,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30290,288,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30291,289,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30292,290,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30293,291,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30294,292,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30295,293,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30296,294,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30297,295,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30298,296,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30299,297,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30300,298,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30301,299,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30302,300,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30303,301,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30304,302,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30305,303,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30306,304,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30307,305,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30308,306,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30309,307,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30310,308,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30311,309,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30312,310,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30313,311,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30314,312,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30315,313,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30316,314,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30317,315,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30318,316,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30319,317,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30320,318,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30321,319,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30322,320,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30323,321,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30324,322,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30325,323,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30326,324,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30327,325,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30328,326,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30329,327,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30330,328,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30331,329,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30332,330,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30333,331,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30334,332,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30335,333,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30336,334,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30337,335,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30338,336,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30339,337,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30340,338,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30341,339,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30342,340,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30343,341,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30344,342,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30345,343,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30346,344,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30347,345,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30348,346,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30349,347,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30350,348,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30351,349,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30352,277,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30353,350,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30354,351,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30355,352,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30356,353,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30357,354,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30358,355,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30359,356,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30360,357,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30361,358,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30362,359,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30363,360,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30364,361,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30365,362,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30366,363,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30367,364,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30368,18,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30369,365,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30370,366,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30371,367,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30372,368,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30373,369,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30374,370,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30375,371,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30376,372,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30377,373,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30378,374,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30379,375,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30380,376,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30381,377,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30382,23,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30383,378,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30384,379,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30385,380,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30386,381,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30387,382,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30388,383,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30389,319,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30390,384,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30391,385,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30392,386,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30393,387,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30394,388,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30395,389,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30396,390,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
30397,391,"Bentota Beach",Bentota," Galle District, Southern Province",Beaches
